Timestamp,Drone_IP,Confidence,Size,Location_X,Location_Y,Source,Notes,Frame_Number,Network_Info
2025-04-12 06:38:40,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:41,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:41,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:41,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:41,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:42,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:42,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:42,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:42,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:43,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:43,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:43,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:44,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:44,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:44,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:44,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:45,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:45,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:45,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:45,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:46,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:46,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:46,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:47,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:47,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:47,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:47,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:48,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:48,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:48,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:48,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:49,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:49,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:49,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:49,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:50,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:50,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:50,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:51,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:51,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:51,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:38:51,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
